,Symbol,Ensembl
24392,Cyb5r4,ENSMUSG00000032872
24393,Glyat,ENSMUSG00000063683
24394,Obsl1,ENSMUSG00000026211
24395,Cmc4,ENSMUSG00000090110
24396,Psmd1,ENSMUSG00000026229
24397,Uqcrh,ENSMUSG00000063882
24398,Chst14,ENSMUSG00000074916
24399,Unc50,ENSMUSG00000026111
24400,AI606181,ENSMUSG00000074873
24401,Tbc1d5,ENSMUSG00000023923
24402,Fam196b,ENSMUSG00000069911
24403,Srrm4,ENSMUSG00000063919
24404,Trib3,ENSMUSG00000032715
24405,Mtx1,ENSMUSG00000064068
24406,Zfp628,ENSMUSG00000074406
24407,Tmem62,ENSMUSG00000054484
24408,Ppp1r11,ENSMUSG00000036398
24409,Dgka,ENSMUSG00000025357
24410,Pa2g4,ENSMUSG00000025364
24411,Rmdn2,ENSMUSG00000036368
24412,Ccdc91,ENSMUSG00000030301
24413,E130309D14Rik,ENSMUSG00000069814
24414,Lrrn3,ENSMUSG00000036295
24415,Pate2,ENSMUSG00000074452
24416,Tead4,ENSMUSG00000030353
24417,Atxn1l,ENSMUSG00000069895
24418,Anks1,ENSMUSG00000024219
24419,Asna1,ENSMUSG00000052456
24420,Cul2,ENSMUSG00000024231
24421,C330013J21Rik,ENSMUSG00000074529
24422,Pym1,ENSMUSG00000064030
24423,Pop7,ENSMUSG00000029715
24424,Adgrf4,ENSMUSG00000023918
24425,Alyref,ENSMUSG00000025134
24426,Dnajc14,ENSMUSG00000025354
24427,Hsd11b2,ENSMUSG00000031891
24428,Nt5c3,ENSMUSG00000029780
24429,Zfp955a,ENSMUSG00000094441
24430,Trpv5,ENSMUSG00000036899
24431,Pgpep1,ENSMUSG00000056204
24432,Ppp1r35,ENSMUSG00000029725
24433,Tfr2,ENSMUSG00000029716
24434,Cd63,ENSMUSG00000025351
24435,Tmem170,ENSMUSG00000031953
24436,Cul1,ENSMUSG00000029686
24437,Atp1a1,ENSMUSG00000033161
24438,Pole4,ENSMUSG00000030042
24439,Wdr48,ENSMUSG00000032512
24440,Ptgr2,ENSMUSG00000072946
24441,Dusp1,ENSMUSG00000024190
24442,Zfp709,ENSMUSG00000056019
24443,Tmem167b,ENSMUSG00000068732
24444,Tmem19,ENSMUSG00000069520
24445,Stk25,ENSMUSG00000026277
24446,Farsb,ENSMUSG00000026245
24447,Jazf1,ENSMUSG00000063568
24448,Mrpl35,ENSMUSG00000052962
24449,Sumf1,ENSMUSG00000030101
24450,Zfp773,ENSMUSG00000063535
24451,Chchd6,ENSMUSG00000030086
24452,Mrpl44,ENSMUSG00000026248
24453,9530068E07Rik,ENSMUSG00000036275
24454,Mphosph6,ENSMUSG00000031843
24455,Cntn3,ENSMUSG00000030075
24456,Ndufa10,ENSMUSG00000026260
24457,Mrpl19,ENSMUSG00000030045
24458,Trim29,ENSMUSG00000032013
24459,Pdcd6ip,ENSMUSG00000032504
24460,Cycs,ENSMUSG00000063694
24461,Tmsb15b1,ENSMUSG00000089768
24462,Slc7a6os,ENSMUSG00000033106
24463,Cd8b1,ENSMUSG00000053044
24464,1110002E22Rik,ENSMUSG00000090066
24465,Ptdss2,ENSMUSG00000025495
24466,G430095P16Rik,ENSMUSG00000074203
24467,Ilf3,ENSMUSG00000032178
24468,Nmi,ENSMUSG00000026946
24469,Fgf15,ENSMUSG00000031073
24470,Sertad3,ENSMUSG00000055200
24471,Amdhd2,ENSMUSG00000036820
24472,Polb,ENSMUSG00000031536
24473,Hmbs,ENSMUSG00000032126
24474,Upf3b,ENSMUSG00000036572
24475,Arhgef6,ENSMUSG00000031133
24476,Pomgnt2,ENSMUSG00000066235
24477,Ndufv2,ENSMUSG00000024099
24478,Dhx32,ENSMUSG00000030986
24479,Hspd1,ENSMUSG00000025980
24480,Atp6v0c,ENSMUSG00000024121
24481,Dpagt1,ENSMUSG00000032123
24482,Ccdc160,ENSMUSG00000073207
24483,Gltscr1l,ENSMUSG00000036568
24484,Map1b,ENSMUSG00000052727
24485,Zfp932,ENSMUSG00000066613
24486,Map6,ENSMUSG00000055407
24487,Uimc1,ENSMUSG00000025878
24488,Rap1b,ENSMUSG00000052681
24489,Rps13,ENSMUSG00000090862
24490,Slc37a1,ENSMUSG00000024036
24491,Fam195a,ENSMUSG00000025732
24492,Haus7,ENSMUSG00000031371
24493,Sik1,ENSMUSG00000024042
24494,D430019H16Rik,ENSMUSG00000094910
24495,Cfi,ENSMUSG00000058952
24496,4930412O13Rik,ENSMUSG00000025783
24497,Fam96a,ENSMUSG00000032381
24498,Slco3a1,ENSMUSG00000025790
24499,Bscl2,ENSMUSG00000071657
24500,Clk3,ENSMUSG00000032316
24501,Il13ra2,ENSMUSG00000031289
24502,Igbp1,ENSMUSG00000031221
24503,Itgb1,ENSMUSG00000025809
24504,Ppp1r3e,ENSMUSG00000072494
24505,Fundc2,ENSMUSG00000031198
24506,Coq7,ENSMUSG00000030652
24507,Ndufb8,ENSMUSG00000025204
24508,Snrpa1,ENSMUSG00000030512
24509,Mtus2,ENSMUSG00000029651
24510,Rrp8,ENSMUSG00000030888
24511,Mitd1,ENSMUSG00000026088
24512,Bbs4,ENSMUSG00000025235
24513,Uggt1,ENSMUSG00000037470
24514,Bysl,ENSMUSG00000023988
24515,Pde3b,ENSMUSG00000030671
24516,Gsta3,ENSMUSG00000025934
24517,Anp32a,ENSMUSG00000032249
24518,Wdr45b,ENSMUSG00000025173
24519,Mrpl30,ENSMUSG00000026087
24520,Pmfbp1,ENSMUSG00000031727
24521,Adpgk,ENSMUSG00000025236
24522,Fam98c,ENSMUSG00000030590
24523,BC048644,ENSMUSG00000074052
24524,Tank,ENSMUSG00000064289
24525,Cnpy2,ENSMUSG00000025381
24526,Znhit6,ENSMUSG00000074182
24527,Krtdap,ENSMUSG00000074199
24528,Acat1,ENSMUSG00000032047
24529,Myadm,ENSMUSG00000068566
24530,Mettl23,ENSMUSG00000090266
24531,Mrpl48,ENSMUSG00000030706
24532,Ddit3,ENSMUSG00000025408
24533,Slc38a7,ENSMUSG00000036534
24534,Lrrc2,ENSMUSG00000032495
24535,Sft2d1,ENSMUSG00000073468
24536,Dnmbp,ENSMUSG00000025195
24537,Rpe,ENSMUSG00000026005
24538,Gm5900,ENSMUSG00000094685
24539,Mrpl55,ENSMUSG00000036860
24540,Atp5b,ENSMUSG00000025393
24541,Pdcl3,ENSMUSG00000026078
24542,Ppp1r12b,ENSMUSG00000073557
24543,Ercc5,ENSMUSG00000026048
24544,Cep63,ENSMUSG00000032534
24545,Mrpl3,ENSMUSG00000032563
24546,Il1r2,ENSMUSG00000026073
24547,Ufsp2,ENSMUSG00000031634
24548,Rps3,ENSMUSG00000030744
24549,Mrps21,ENSMUSG00000054312
24550,Cd3d,ENSMUSG00000032094
24551,Actr1a,ENSMUSG00000025228
24552,A830005F24Rik,ENSMUSG00000053181
24553,Foxk1,ENSMUSG00000056493
24554,Psme3,ENSMUSG00000078652
24555,Vti1a,ENSMUSG00000024983
24556,Ccdc15,ENSMUSG00000034303
24557,Smpd1,ENSMUSG00000037049
24558,Ehd4,ENSMUSG00000027293
24559,Plekhm1,ENSMUSG00000034247
24560,H2-Eb1,ENSMUSG00000060586
24561,Mrps9,ENSMUSG00000060679
24562,Alyref2,ENSMUSG00000060244
24563,Numbl,ENSMUSG00000063160
24564,Exosc3,ENSMUSG00000028322
24565,Cst6,ENSMUSG00000024846
24566,2210407C18Rik,ENSMUSG00000037145
24567,Tkfc,ENSMUSG00000034371
24568,Polr1d,ENSMUSG00000029642
24569,9530034E10Rik,ENSMUSG00000086554
24570,Ndufaf4,ENSMUSG00000028261
24571,Clca1,ENSMUSG00000028255
24572,Erp44,ENSMUSG00000028343
24573,Polr3gl,ENSMUSG00000028104
24574,Tpt1,ENSMUSG00000060126
24575,Gemin2,ENSMUSG00000060121
24576,Gm16058,ENSMUSG00000086505
24577,Ubap1,ENSMUSG00000028437
24578,Chchd4,ENSMUSG00000034203
24579,Fancg,ENSMUSG00000028453
24580,Gm11494,ENSMUSG00000085074
24581,Cyp4x1os,ENSMUSG00000086896
24582,Gstm1,ENSMUSG00000058135
24583,Ppie,ENSMUSG00000028651
24584,Eif1,ENSMUSG00000035530
24585,Lgals8,ENSMUSG00000057554
24586,Zdhhc5,ENSMUSG00000034075
24587,Hat1,ENSMUSG00000027018
24588,Eif1a,ENSMUSG00000057561
24589,Phospho2,ENSMUSG00000027088
24590,Chrna1,ENSMUSG00000027107
24591,Caap1,ENSMUSG00000028578
24592,Spop,ENSMUSG00000057522
24593,Rmdn1,ENSMUSG00000028229
24594,Exo5,ENSMUSG00000028629
24595,Bloc1s3,ENSMUSG00000057667
24596,Ino80,ENSMUSG00000034154
24597,Etfdh,ENSMUSG00000027809
24598,Sike1,ENSMUSG00000027854
24599,Hsd17b12,ENSMUSG00000027195
24600,Harbi1,ENSMUSG00000027243
24601,Rmi1,ENSMUSG00000035367
24602,Gm13715,ENSMUSG00000085025
24603,Hint2,ENSMUSG00000028470
24604,Uvrag,ENSMUSG00000035354
24605,Chmp7,ENSMUSG00000034190
24606,Fxn,ENSMUSG00000059363
24607,Hectd1,ENSMUSG00000035247
24608,Ccnd3,ENSMUSG00000034165
24609,Anapc13,ENSMUSG00000035048
24610,Chchd3,ENSMUSG00000053768
24611,Lysmd1,ENSMUSG00000053769
24612,Tpm3,ENSMUSG00000027940
24613,Gstm4,ENSMUSG00000027890
24614,Ptpn1,ENSMUSG00000027540
24615,Atp9a,ENSMUSG00000027546
24616,Minpp1,ENSMUSG00000024896
24617,Mbl2,ENSMUSG00000024863
24618,Pmvk,ENSMUSG00000027952
24619,Eef2,ENSMUSG00000034994
24620,Procr,ENSMUSG00000027611
24621,Rab11fip3,ENSMUSG00000037098
24622,Rpl11,ENSMUSG00000059291
24623,Rab24,ENSMUSG00000034789
24624,Scnm1,ENSMUSG00000092607
24625,Gm5602,ENSMUSG00000086108
24626,Unc13a,ENSMUSG00000034799
24627,Sf1,ENSMUSG00000024949
24628,Gm20732,ENSMUSG00000093387
24629,Exosc9,ENSMUSG00000027714
24630,1110008F13Rik,ENSMUSG00000027637
24631,Ndufb5,ENSMUSG00000027673
24632,Adnp2,ENSMUSG00000053950
24633,Tmem5,ENSMUSG00000034620
24634,Gt(ROSA)26Sor,ENSMUSG00000086429
24635,Rab22a,ENSMUSG00000027519
24636,Cpt1a,ENSMUSG00000024900
24637,Tmem39b,ENSMUSG00000053730
24638,Ankrd27,ENSMUSG00000034867
24639,Nbn,ENSMUSG00000028224
24640,Gm13166,ENSMUSG00000085525
24641,Zfp429,ENSMUSG00000078994
24642,Nubpl,ENSMUSG00000035142
24643,Sdcbp2,ENSMUSG00000027456
24644,Mus81,ENSMUSG00000024906
24645,Atp5h,ENSMUSG00000034566
24646,Zfp637,ENSMUSG00000059689
24647,Ints12,ENSMUSG00000028016
24648,Gar1,ENSMUSG00000028010
24649,Snhg12,ENSMUSG00000086290
24650,Morc2a,ENSMUSG00000034543
24651,Fbxo18,ENSMUSG00000058594
24652,Pla2g12a,ENSMUSG00000027999
24653,Gm16063,ENSMUSG00000085708
24654,Hid1,ENSMUSG00000034586
24655,Ppp2r5b,ENSMUSG00000024777
24656,Stambpl1,ENSMUSG00000024776
24657,Phka1,ENSMUSG00000034055
24658,Fkbpl,ENSMUSG00000033739
24659,Mad2l1bp,ENSMUSG00000034509
24660,Ankrd60,ENSMUSG00000027517
24661,Rnf32,ENSMUSG00000029130
24662,Rit1,ENSMUSG00000028057
24663,Nudt9,ENSMUSG00000029310
24664,Bbs9,ENSMUSG00000035919
24665,Immp2l,ENSMUSG00000056899
24666,Rbfox2,ENSMUSG00000033565
24667,Tomm5,ENSMUSG00000078713
24668,Lars,ENSMUSG00000024493
24669,Mettl13,ENSMUSG00000026694
24670,Dand5,ENSMUSG00000053226
24671,Rfc1,ENSMUSG00000029191
24672,Gpatch4,ENSMUSG00000028069
24673,Apol6,ENSMUSG00000033576
24674,Anapc4,ENSMUSG00000029176
24675,Slc35f6,ENSMUSG00000029175
24676,Gm17382,ENSMUSG00000078838
24677,Sgcb,ENSMUSG00000029156
24678,Acbd6,ENSMUSG00000033701
24679,Ppp2r2b,ENSMUSG00000024500
24680,Hdac3,ENSMUSG00000024454
24681,Zfp706,ENSMUSG00000062397
24682,Btbd9,ENSMUSG00000062202
24683,Pigc,ENSMUSG00000026698
24684,Apex1,ENSMUSG00000035960
24685,Trmt13,ENSMUSG00000033439
24686,Pdap1,ENSMUSG00000029623
24687,Trim45,ENSMUSG00000033233
24688,Brd2,ENSMUSG00000024335
24689,Shf,ENSMUSG00000033256
24690,Ftsj2,ENSMUSG00000029557
24691,Tfb2m,ENSMUSG00000026492
24692,Rab35,ENSMUSG00000029518
24693,Mfsd7a,ENSMUSG00000029490
24694,Gm11696,ENSMUSG00000056687
24695,Man1c1,ENSMUSG00000037306
24696,Zfp599,ENSMUSG00000062794
24697,Zfp639,ENSMUSG00000027667
24698,Fh1,ENSMUSG00000026526
24699,Psmd9,ENSMUSG00000029440
24700,Blzf1,ENSMUSG00000026577
24701,Csnk2b,ENSMUSG00000024387
24702,Phyh,ENSMUSG00000026664
24703,Rnf115,ENSMUSG00000028098
24704,Nelfe,ENSMUSG00000024369
24705,Dhx16,ENSMUSG00000024422
24706,Alg12,ENSMUSG00000035845
24707,Galt,ENSMUSG00000036073
24708,Suclg1,ENSMUSG00000052738
24709,Mnd1,ENSMUSG00000033752
24710,Gale,ENSMUSG00000028671
24711,Rbm34,ENSMUSG00000033931
24712,Cbx7,ENSMUSG00000053411
24713,Ndufb7,ENSMUSG00000033938
24714,Parp2,ENSMUSG00000036023
24715,Ppp1r8,ENSMUSG00000028882
24716,Arl6ip4,ENSMUSG00000029404
24717,Zswim5,ENSMUSG00000033948
24718,Rbm17,ENSMUSG00000037197
24719,Wdr5,ENSMUSG00000026917
24720,Fen1,ENSMUSG00000024742
24721,Pmpca,ENSMUSG00000026926
24722,Sphk2,ENSMUSG00000057342
24723,Phf5a,ENSMUSG00000061360
24724,Gpatch3,ENSMUSG00000028850
24725,Ccng2,ENSMUSG00000029385
24726,Trappc3,ENSMUSG00000028847
24727,Zscan12,ENSMUSG00000036721
24728,Fars2,ENSMUSG00000021420
24729,Col7a1,ENSMUSG00000025650
24730,Lrrc41,ENSMUSG00000028703
24731,Efhc2,ENSMUSG00000025038
24732,Rasl2-9,ENSMUSG00000083649
24733,Zfp963,ENSMUSG00000092260
24734,Dph7,ENSMUSG00000026975
24735,Sdhaf2,ENSMUSG00000024668
24736,Pin4,ENSMUSG00000079480
24737,Zfp180,ENSMUSG00000057101
24738,Fads3,ENSMUSG00000024664
24739,Wbscr16,ENSMUSG00000061979
24740,Ptpn2,ENSMUSG00000024539
24741,Trmt44,ENSMUSG00000029097
24742,Pacrgl,ENSMUSG00000029089
24743,Gm7233,ENSMUSG00000094151
24744,Ppp4r1,ENSMUSG00000061950
24745,Slc25a3,ENSMUSG00000061904
24746,Tlr13,ENSMUSG00000033777
24747,St6galnac6,ENSMUSG00000026811
24748,Dhdds,ENSMUSG00000012117
24749,Gm15299,ENSMUSG00000082211
24750,Phax,ENSMUSG00000008301
24751,Fam213b,ENSMUSG00000029059
24752,Zfp2,ENSMUSG00000049321
24753,Homez,ENSMUSG00000057156
24754,Pmpcb,ENSMUSG00000029017
24755,Trim71,ENSMUSG00000079259
24756,Fbxo44,ENSMUSG00000029001
24757,Ntmt1,ENSMUSG00000026857
24758,Cdk10,ENSMUSG00000033862
24759,Lzic,ENSMUSG00000028990
24760,Slk,ENSMUSG00000025060
24761,Ppp1r16a,ENSMUSG00000033819
24762,Wdr18,ENSMUSG00000035754
24763,P2rx4,ENSMUSG00000029470
24764,Gnai3,ENSMUSG00000000001
24765,Rpia,ENSMUSG00000053604
24766,Elk3,ENSMUSG00000008398
24767,Pole,ENSMUSG00000007080
24768,Gm9530,ENSMUSG00000096950
24769,9530082P21Rik,ENSMUSG00000097006
24770,Ift22,ENSMUSG00000007987
24771,U2af1,ENSMUSG00000061613
24772,Rufy4,ENSMUSG00000061815
24773,Ppp2cb,ENSMUSG00000009630
24774,Mrpl40,ENSMUSG00000022706
24775,Comtd1,ENSMUSG00000021773
24776,Tmem184b,ENSMUSG00000009035
24777,Glud1,ENSMUSG00000021794
24778,Glb1,ENSMUSG00000045594
24779,Gm26722,ENSMUSG00000096944
24780,Qrich1,ENSMUSG00000006673
24781,Pgap3,ENSMUSG00000038208
24782,Oxnad1,ENSMUSG00000021906
24783,Mvd,ENSMUSG00000006517
24784,Ripk2,ENSMUSG00000041135
24785,Etv2,ENSMUSG00000006311
24786,Osgep,ENSMUSG00000006289
24787,Tubg2,ENSMUSG00000045007
24788,Cdadc1,ENSMUSG00000021982
24789,2310036O22Rik,ENSMUSG00000041203
24790,Snf8,ENSMUSG00000006058
24791,Atp5g1,ENSMUSG00000006057
24792,Ecd,ENSMUSG00000021810
24793,Ggnbp2,ENSMUSG00000020530
24794,Nup43,ENSMUSG00000040034
24795,Vps72,ENSMUSG00000008958
24796,Pcdha12,ENSMUSG00000103310
24797,Snx10,ENSMUSG00000038301
24798,Enox1,ENSMUSG00000022012
24799,4632428C04Rik,ENSMUSG00000097184
24800,Ggt6,ENSMUSG00000040471
24801,2210011K15Rik,ENSMUSG00000101791
24802,Prr3,ENSMUSG00000038500
24803,4931428F04Rik,ENSMUSG00000014837
24804,Dxo,ENSMUSG00000040482
24805,Zfp553,ENSMUSG00000045598
24806,Tsfm,ENSMUSG00000040521
24807,Tsg101,ENSMUSG00000014402
24808,Btf3,ENSMUSG00000021660
24809,Tvp23b,ENSMUSG00000014177
24810,Snx12,ENSMUSG00000046032
24811,Spsb2,ENSMUSG00000038451
24812,Ndufs2,ENSMUSG00000013593
24813,Gfod2,ENSMUSG00000013150
24814,Tmem104,ENSMUSG00000045980
24815,Ptcd2,ENSMUSG00000021650
24816,Tdrd3,ENSMUSG00000022019
24817,Dnajc15,ENSMUSG00000022013
24818,Gm26819,ENSMUSG00000097033
24819,Mrps24,ENSMUSG00000020477
24820,Txnl4a,ENSMUSG00000057130
24821,Top3a,ENSMUSG00000002814
24822,Gm9725,ENSMUSG00000037982
24823,Fbxo25,ENSMUSG00000038365
24824,Dnaja3,ENSMUSG00000004069
24825,Ifit2,ENSMUSG00000045932
24826,Mvk,ENSMUSG00000041939
24827,Cradd,ENSMUSG00000045867
24828,Ptprcap,ENSMUSG00000045826
24829,Oaz2,ENSMUSG00000040652
24830,Mrps30,ENSMUSG00000021731
24831,Tmem115,ENSMUSG00000010045
24832,Gm26580,ENSMUSG00000097109
24833,Gstm3,ENSMUSG00000004038
24834,Sdhb,ENSMUSG00000009863
24835,Zscan29,ENSMUSG00000050619
24836,Mtrf1,ENSMUSG00000022022
24837,4930503L19Rik,ENSMUSG00000044906
24838,Kctd20,ENSMUSG00000005936
24839,Pcdhb21,ENSMUSG00000044022
24840,4930500M09Rik,ENSMUSG00000044306
24841,Eny2,ENSMUSG00000022338
24842,Wars2,ENSMUSG00000004233
24843,Tdrkh,ENSMUSG00000041912
24844,Slc2a3,ENSMUSG00000003153
24845,Dgat1,ENSMUSG00000022555
24846,Cyth2,ENSMUSG00000003269
24847,Keap1,ENSMUSG00000003308
24848,Cyc1,ENSMUSG00000022551
24849,Mob3a,ENSMUSG00000003348
24850,Adam32,ENSMUSG00000037437
24851,Gdap1l1,ENSMUSG00000017943
24852,Rorc,ENSMUSG00000028150
24853,Pstpip1,ENSMUSG00000032322
24854,Coro2b,ENSMUSG00000041729
24855,Smim20,ENSMUSG00000106981
24856,Insig2,ENSMUSG00000003721
24857,4930451G09Rik,ENSMUSG00000022543
24858,Gm43660,ENSMUSG00000107352
24859,Cep164,ENSMUSG00000043987
24860,Mief1,ENSMUSG00000022412
24861,Ninj1,ENSMUSG00000037966
24862,Card19,ENSMUSG00000037960
24863,Ppp2r2d,ENSMUSG00000041769
24864,Fam162a,ENSMUSG00000003955
24865,Hamp,ENSMUSG00000050440
24866,Trmt10a,ENSMUSG00000004127
24867,Ptpn11,ENSMUSG00000043733
24868,Nmrk1,ENSMUSG00000037847
24869,Ndufb9,ENSMUSG00000022354
24870,Khdrbs3,ENSMUSG00000022332
24871,Coa4,ENSMUSG00000044881
24872,Acin1,ENSMUSG00000022185
24873,Ttc1,ENSMUSG00000041278
24874,Pibf1,ENSMUSG00000022064
24875,Fam71e1,ENSMUSG00000051113
24876,Katnal1,ENSMUSG00000041298
24877,Cyb5d1,ENSMUSG00000044795
24878,Ranbp1,ENSMUSG00000005732
24879,Pard6a,ENSMUSG00000005699
24880,Apoa2,ENSMUSG00000005681
24881,Sbno1,ENSMUSG00000038095
24882,Tomm40l,ENSMUSG00000005674
24883,Ankrd42,ENSMUSG00000041343
24884,Ube2m,ENSMUSG00000005575
24885,Dnd1,ENSMUSG00000044595
24886,Crbn,ENSMUSG00000005362
24887,Oxct1,ENSMUSG00000022186
24888,Ap1g2,ENSMUSG00000040701
24889,Fam104a,ENSMUSG00000041629
24890,Cramp1l,ENSMUSG00000038002
24891,Gab2,ENSMUSG00000004508
24892,Ntan1,ENSMUSG00000022681
24893,Nyx,ENSMUSG00000051228
24894,Jph4,ENSMUSG00000022208
24895,Rnmtl1,ENSMUSG00000038046
24896,Wdr83,ENSMUSG00000005150
24897,Pex5,ENSMUSG00000005069
24898,Hspb1,ENSMUSG00000004951
24899,Apba3,ENSMUSG00000004931
24900,Tbccd1,ENSMUSG00000004462
24901,Senp3,ENSMUSG00000005204
24902,2700029M09Rik,ENSMUSG00000038005
24903,Utp23,ENSMUSG00000022313
24904,Itga2,ENSMUSG00000015533
24905,Gm26888,ENSMUSG00000097294
24906,Vps45,ENSMUSG00000015747
24907,Npm2,ENSMUSG00000047911
24908,Syt12,ENSMUSG00000049303
24909,Upf3a,ENSMUSG00000038398
24910,Gm5426,ENSMUSG00000096486
24911,2010308F09Rik,ENSMUSG00000100714
24912,Scrn3,ENSMUSG00000008226
24913,Tm6sf1,ENSMUSG00000038623
24914,Trim16,ENSMUSG00000047821
24915,Gpr137b-ps,ENSMUSG00000097715
24916,Sumo3,ENSMUSG00000020265
24917,Ppm1m,ENSMUSG00000020253
24918,Fdft1,ENSMUSG00000021273
24919,Sde2,ENSMUSG00000038806
24920,Sf3a2,ENSMUSG00000020211
24921,Prrc2b,ENSMUSG00000039262
24922,Uhrf1bp1,ENSMUSG00000039512
24923,1810032O08Rik,ENSMUSG00000020812
24924,Mrpl38,ENSMUSG00000020775
24925,Mrps35,ENSMUSG00000040112
24926,Spsb4,ENSMUSG00000046997
24927,Kansl1,ENSMUSG00000018412
24928,Mcl1,ENSMUSG00000038612
24929,Idnk,ENSMUSG00000050002
24930,Fam65a,ENSMUSG00000038604
24931,Mafk,ENSMUSG00000018143
24932,Pgs1,ENSMUSG00000017715
24933,Tpgs1,ENSMUSG00000020308
24934,Ccdc137,ENSMUSG00000049957
24935,Shc2,ENSMUSG00000020312
24936,Mrpl12,ENSMUSG00000039640
24937,Dnaaf2,ENSMUSG00000020973
24938,Glrx5,ENSMUSG00000021102
24939,Zdhhc1,ENSMUSG00000039199
24940,Mex3d,ENSMUSG00000048696
24941,Adprm,ENSMUSG00000020910
24942,Pik3r5,ENSMUSG00000020901
24943,Fbxl20,ENSMUSG00000020883
24944,Tbc1d19,ENSMUSG00000039178
24945,A330094K24Rik,ENSMUSG00000097666
24946,Mdm2,ENSMUSG00000020184
24947,Eif5,ENSMUSG00000021282
24948,Cfap36,ENSMUSG00000020462
24949,Drg1,ENSMUSG00000020457
24950,Isg20l2,ENSMUSG00000048039
24951,5430416N02Rik,ENSMUSG00000097772
24952,Slu7,ENSMUSG00000020409
24953,Mocos,ENSMUSG00000039616
24954,Gm26533,ENSMUSG00000097748
24955,Chchd10,ENSMUSG00000049422
24956,Rnf149,ENSMUSG00000048234
24957,Nemf,ENSMUSG00000020982
24958,Ngrn,ENSMUSG00000047084
24959,Zc3h18,ENSMUSG00000017478
24960,Msl3l2,ENSMUSG00000047669
24961,Zfp235,ENSMUSG00000047603
24962,Tab2,ENSMUSG00000015755
24963,Slc39a3,ENSMUSG00000046822
24964,Phf23,ENSMUSG00000018572
24965,Midn,ENSMUSG00000035621
24966,Gna13,ENSMUSG00000020611
24967,Fdx1l,ENSMUSG00000079677
24968,Ssna1,ENSMUSG00000026966
24969,Syf2,ENSMUSG00000028821
24970,Tnfsf13b,ENSMUSG00000031497
24971,Nfya,ENSMUSG00000023994
24972,Rsl24d1,ENSMUSG00000032215
24973,7420461P10Rik,ENSMUSG00000091060
24974,Coprs,ENSMUSG00000031458
24975,Sumf2,ENSMUSG00000025538
24976,Sltm,ENSMUSG00000032212
24977,Rabepk,ENSMUSG00000070953
24978,Atp5c1,ENSMUSG00000025781
24979,Tcfl5,ENSMUSG00000038932
24980,Zfp334,ENSMUSG00000017667
24981,Coa7,ENSMUSG00000048351
24982,Mettl2,ENSMUSG00000020691
24983,Tmem160,ENSMUSG00000019158
24984,2310001H17Rik,ENSMUSG00000097354
24985,4732491K20Rik,ENSMUSG00000097350
24986,Acot8,ENSMUSG00000017307
24987,Ttll12,ENSMUSG00000016757
24988,Mapkapk2,ENSMUSG00000016528
24989,Tha1,ENSMUSG00000017713
24990,Rpain,ENSMUSG00000018449
24991,Ndufb10,ENSMUSG00000040048
24992,Rpp38,ENSMUSG00000049950
24993,Esyt2,ENSMUSG00000021171
24994,Rab3gap2,ENSMUSG00000039318
24995,Gm26869,ENSMUSG00000097879
24996,Tcam1,ENSMUSG00000020712
24997,Smarcal1,ENSMUSG00000039354
24998,9030617O03Rik,ENSMUSG00000021185
24999,Atxn3,ENSMUSG00000021189
25000,Golga5,ENSMUSG00000021192
25001,Nle1,ENSMUSG00000020692
25002,Sntg2,ENSMUSG00000020672
25003,Gm26964,ENSMUSG00000098196
25004,Kctd11,ENSMUSG00000046731
25005,Sptlc2,ENSMUSG00000021036
25006,Zfand1,ENSMUSG00000039795
25007,Ndufa12,ENSMUSG00000020022
25008,Irf4,ENSMUSG00000021356
25009,Zfp358,ENSMUSG00000047264
25010,Ppp1r12a,ENSMUSG00000019907
25011,Qrsl1,ENSMUSG00000019863
25012,Gtf3c6,ENSMUSG00000019837
25013,Rere,ENSMUSG00000039852
25014,1700021F05Rik,ENSMUSG00000019797
25015,Slc35e1,ENSMUSG00000019731
25016,Xab2,ENSMUSG00000019470
25017,1700010I14Rik,ENSMUSG00000023873
25018,Psen1,ENSMUSG00000019969
25019,Gzma,ENSMUSG00000023132
25020,Trim25,ENSMUSG00000000275
25021,Ssh1,ENSMUSG00000042121
25022,RP23-191I16.3,ENSMUSG00000109424
25023,AA986860,ENSMUSG00000042510
25024,Poldip2,ENSMUSG00000001100
25025,Pik3cd,ENSMUSG00000039936
25026,Olfr78,ENSMUSG00000043366
25027,4930552P12Rik,ENSMUSG00000097632
25028,G3bp1,ENSMUSG00000018583
25029,Med22,ENSMUSG00000015776
25030,Arfrp1,ENSMUSG00000038671
25031,Zbtb4,ENSMUSG00000018750
25032,Wdtc1,ENSMUSG00000037622
25033,Ndufs7,ENSMUSG00000020153
25034,Mrpl45,ENSMUSG00000018882
25035,Gnpnat1,ENSMUSG00000037722
25036,Abcc5,ENSMUSG00000022822
25037,Ppil2,ENSMUSG00000022771
25038,Cdk9,ENSMUSG00000009555
25039,Tgfb1,ENSMUSG00000002603
25040,Platr22,ENSMUSG00000097448
25041,Atp5g3,ENSMUSG00000018770
25042,Smyd4,ENSMUSG00000018809
25043,1700001C19Rik,ENSMUSG00000047150
25044,Rps6kl1,ENSMUSG00000019235
25045,E2f2,ENSMUSG00000018983
25046,Mfsd3,ENSMUSG00000019080
25047,Auh,ENSMUSG00000021460
25048,Aatf,ENSMUSG00000018697
